x,y,h_z,group_ja
-1210000,330000,-2250,堆積岩
-1210000,360000,-2250,火成岩
-1210000,370000,-2250,堆積岩
-1200000,80000,-2250,堆積岩
-1200000,90000,-2250,堆積岩
-1200000,100000,-2250,変成岩
-1200000,110000,-2250,変成岩
-1200000,120000,-2250,火成岩
-1200000,130000,-2250,変成岩
-1200000,140000,-2250,火成岩
-1200000,150000,-2250,火成岩
-1200000,160000,-2250,火成岩
-1200000,170000,-2250,火成岩
-1200000,180000,-2250,火成岩
-1200000,190000,-2250,火成岩
-1200000,200000,-2250,火成岩
-1200000,210000,-2250,火成岩
-1200000,220000,-2250,火成岩
-1200000,230000,-2250,火成岩
-1200000,240000,-2250,火成岩
-1200000,250000,-2250,火成岩
-1200000,260000,-2250,変成岩
-1200000,270000,-2250,火成岩
-1200000,280000,-2250,堆積岩
-1200000,290000,-2250,堆積岩
-1200000,300000,-2250,堆積岩
-1200000,360000,-2250,火成岩
-1200000,370000,-2250,火成岩
-1190000,80000,-2250,堆積岩
-1190000,90000,-2250,堆積岩
-1190000,100000,-2250,変成岩
-1190000,110000,-2250,火成岩
-1190000,120000,-2250,火成岩
-1190000,130000,-2250,堆積岩
-1190000,140000,-2250,火成岩
-1190000,150000,-2250,火成岩
-1190000,160000,-2250,火成岩
-1190000,170000,-2250,堆積岩
-1190000,180000,-2250,火成岩
-1190000,190000,-2250,火成岩
-1190000,200000,-2250,火成岩
-1190000,210000,-2250,火成岩
-1190000,220000,-2250,火成岩
-1190000,230000,-2250,火成岩
-1190000,240000,-2250,火成岩
-1190000,250000,-2250,火成岩
-1190000,260000,-2250,火成岩
-1190000,270000,-2250,火成岩
-1190000,280000,-2250,火成岩
-1190000,290000,-2250,堆積岩
-1190000,360000,-2250,火成岩
-1190000,370000,-2250,火成岩
-1180000,80000,-2250,堆積岩
-1180000,90000,-2250,堆積岩
-1180000,100000,-2250,変成岩
-1180000,110000,-2250,変成岩
-1180000,120000,-2250,堆積岩
-1180000,130000,-2250,火成岩
-1180000,140000,-2250,堆積岩
-1180000,150000,-2250,火成岩
-1180000,160000,-2250,火成岩
-1180000,170000,-2250,火成岩
-1180000,180000,-2250,堆積岩
-1180000,190000,-2250,堆積岩
-1180000,200000,-2250,火成岩
-1180000,210000,-2250,堆積岩
-1180000,220000,-2250,付加体
-1180000,230000,-2250,火成岩
-1180000,240000,-2250,火成岩
-1180000,250000,-2250,火成岩
-1180000,260000,-2250,堆積岩
-1180000,270000,-2250,火成岩
-1180000,280000,-2250,堆積岩
-1180000,290000,-2250,堆積岩
-1180000,300000,-2250,堆積岩
-1180000,370000,-2250,堆積岩
-1170000,80000,-2250,堆積岩
-1170000,90000,-2250,堆積岩
-1170000,100000,-2250,付加体
-1170000,110000,-2250,変成岩
-1170000,120000,-2250,変成岩
-1170000,130000,-2250,変成岩
-1170000,140000,-2250,火成岩
-1170000,150000,-2250,火成岩
-1170000,160000,-2250,堆積岩
-1170000,170000,-2250,火成岩
-1170000,180000,-2250,火成岩
-1170000,190000,-2250,堆積岩
-1170000,200000,-2250,付加体
-1170000,210000,-2250,堆積岩
-1170000,220000,-2250,付加体
-1170000,230000,-2250,堆積岩
-1170000,240000,-2250,火成岩
-1170000,250000,-2250,火成岩
-1170000,260000,-2250,火成岩
-1170000,270000,-2250,火成岩
-1170000,280000,-2250,火成岩
-1170000,290000,-2250,火成岩
-1170000,300000,-2250,堆積岩
-1170000,310000,-2250,堆積岩
-1170000,370000,-2250,堆積岩
-1160000,70000,-2250,堆積岩
-1160000,80000,-2250,堆積岩
-1160000,90000,-2250,付加体
-1160000,100000,-2250,付加体
-1160000,110000,-2250,付加体
-1160000,120000,-2250,付加体
-1160000,130000,-2250,堆積岩
-1160000,140000,-2250,火成岩
-1160000,150000,-2250,火成岩
-1160000,160000,-2250,堆積岩
-1160000,170000,-2250,火成岩
-1160000,180000,-2250,火成岩
-1160000,190000,-2250,火成岩
-1160000,200000,-2250,変成岩
-1160000,210000,-2250,付加体
-1160000,220000,-2250,付加体
-1160000,230000,-2250,付加体
-1160000,240000,-2250,付加体
-1160000,250000,-2250,付加体
-1160000,260000,-2250,火成岩
-1160000,270000,-2250,火成岩
-1160000,280000,-2250,火成岩
-1160000,290000,-2250,火成岩
-1160000,300000,-2250,火成岩
-1160000,310000,-2250,堆積岩
-1150000,70000,-2250,堆積岩
-1150000,80000,-2250,堆積岩
-1150000,90000,-2250,付加体
-1150000,100000,-2250,付加体
-1150000,110000,-2250,付加体
-1150000,120000,-2250,付加体
-1150000,130000,-2250,付加体
-1150000,140000,-2250,付加体
-1150000,150000,-2250,火成岩
-1150000,160000,-2250,火成岩
-1150000,170000,-2250,堆積岩
-1150000,180000,-2250,堆積岩
-1150000,190000,-2250,火成岩
-1150000,200000,-2250,変成岩
-1150000,210000,-2250,変成岩
-1150000,220000,-2250,変成岩
-1150000,230000,-2250,付加体
-1150000,240000,-2250,付加体
-1150000,250000,-2250,火成岩
-1150000,260000,-2250,火成岩
-1150000,270000,-2250,火成岩
-1150000,280000,-2250,火成岩
-1150000,290000,-2250,火成岩
-1150000,300000,-2250,堆積岩
-1150000,310000,-2250,堆積岩
-1140000,80000,-2250,堆積岩
-1140000,90000,-2250,付加体
-1140000,100000,-2250,付加体
-1140000,110000,-2250,付加体
-1140000,120000,-2250,付加体
-1140000,130000,-2250,付加体
-1140000,140000,-2250,付加体
-1140000,150000,-2250,付加体
-1140000,160000,-2250,変成岩
-1140000,170000,-2250,火成岩
-1140000,180000,-2250,火成岩
-1140000,190000,-2250,変成岩
-1140000,200000,-2250,堆積岩
-1140000,210000,-2250,堆積岩
-1140000,220000,-2250,堆積岩
-1140000,230000,-2250,堆積岩
-1140000,240000,-2250,堆積岩
-1140000,250000,-2250,堆積岩
-1140000,260000,-2250,堆積岩
-1140000,270000,-2250,堆積岩
-1140000,280000,-2250,堆積岩
-1140000,290000,-2250,堆積岩
-1140000,300000,-2250,火成岩
-1140000,310000,-2250,堆積岩
-1130000,80000,-2250,堆積岩
-1130000,90000,-2250,堆積岩
-1130000,100000,-2250,付加体
-1130000,110000,-2250,付加体
-1130000,120000,-2250,付加体
-1130000,130000,-2250,付加体
-1130000,140000,-2250,付加体
-1130000,150000,-2250,付加体
-1130000,160000,-2250,付加体
-1130000,170000,-2250,付加体
-1130000,180000,-2250,変成岩
-1130000,190000,-2250,変成岩
-1130000,200000,-2250,変成岩
-1130000,210000,-2250,堆積岩
-1130000,220000,-2250,変成岩
-1130000,230000,-2250,堆積岩
-1130000,240000,-2250,堆積岩
-1130000,250000,-2250,堆積岩
-1130000,260000,-2250,火成岩
-1130000,270000,-2250,堆積岩
-1130000,280000,-2250,堆積岩
-1130000,290000,-2250,堆積岩
-1130000,300000,-2250,火成岩
-1130000,310000,-2250,堆積岩
-1120000,100000,-2250,付加体
-1120000,110000,-2250,堆積岩
-1120000,120000,-2250,付加体
-1120000,130000,-2250,付加体
-1120000,140000,-2250,付加体
-1120000,150000,-2250,付加体
-1120000,160000,-2250,付加体
-1120000,170000,-2250,付加体
-1120000,180000,-2250,火成岩
-1120000,190000,-2250,付加体
-1120000,200000,-2250,火成岩
-1120000,210000,-2250,火成岩
-1120000,220000,-2250,火成岩
-1120000,230000,-2250,火成岩
-1120000,240000,-2250,堆積岩
-1120000,250000,-2250,堆積岩
-1120000,260000,-2250,堆積岩
-1120000,270000,-2250,堆積岩
-1120000,280000,-2250,火成岩
-1120000,290000,-2250,堆積岩
-1120000,300000,-2250,火成岩
-1120000,310000,-2250,堆積岩
-1120000,320000,-2250,堆積岩
-1110000,100000,-2250,堆積岩
-1110000,110000,-2250,堆積岩
-1110000,120000,-2250,火成岩
-1110000,130000,-2250,付加体
-1110000,140000,-2250,火成岩
-1110000,150000,-2250,付加体
-1110000,160000,-2250,付加体
-1110000,170000,-2250,付加体
-1110000,180000,-2250,堆積岩
-1110000,190000,-2250,火成岩
-1110000,200000,-2250,火成岩
-1110000,210000,-2250,火成岩
-1110000,220000,-2250,火成岩
-1110000,230000,-2250,火成岩
-1110000,240000,-2250,堆積岩
-1110000,250000,-2250,堆積岩
-1110000,260000,-2250,堆積岩
-1110000,270000,-2250,堆積岩
-1110000,280000,-2250,火成岩
-1110000,290000,-2250,火成岩
-1110000,300000,-2250,火成岩
-1110000,310000,-2250,堆積岩
-1110000,320000,-2250,堆積岩
-1100000,110000,-2250,火成岩
-1100000,120000,-2250,堆積岩
-1100000,130000,-2250,堆積岩
-1100000,140000,-2250,付加体
-1100000,150000,-2250,付加体
-1100000,160000,-2250,堆積岩
-1100000,170000,-2250,堆積岩
-1100000,180000,-2250,堆積岩
-1100000,190000,-2250,堆積岩
-1100000,200000,-2250,火成岩
-1100000,210000,-2250,火成岩
-1100000,220000,-2250,火成岩
-1100000,230000,-2250,堆積岩
-1100000,240000,-2250,火成岩
-1100000,250000,-2250,堆積岩
-1100000,260000,-2250,火成岩
-1100000,270000,-2250,堆積岩
-1100000,280000,-2250,火成岩
-1100000,290000,-2250,堆積岩
-1100000,300000,-2250,火成岩
-1100000,310000,-2250,堆積岩
-1100000,320000,-2250,堆積岩
-1090000,110000,-2250,堆積岩
-1090000,120000,-2250,火成岩
-1090000,130000,-2250,火成岩
-1090000,140000,-2250,火成岩
-1090000,150000,-2250,付加体
-1090000,160000,-2250,堆積岩
-1090000,170000,-2250,火成岩
-1090000,180000,-2250,火成岩
-1090000,190000,-2250,火成岩
-1090000,200000,-2250,火成岩
-1090000,210000,-2250,付加体
-1090000,220000,-2250,堆積岩
-1090000,230000,-2250,火成岩
-1090000,240000,-2250,火成岩
-1090000,250000,-2250,火成岩
-1090000,260000,-2250,火成岩
-1090000,270000,-2250,火成岩
-1090000,280000,-2250,堆積岩
-1090000,290000,-2250,火成岩
-1090000,300000,-2250,堆積岩
-1090000,310000,-2250,堆積岩
-1090000,320000,-2250,堆積岩
-1090000,330000,-2250,堆積岩
-1080000,60000,-2250,火成岩
-1080000,70000,-2250,火成岩
-1080000,80000,-2250,火成岩
-1080000,90000,-2250,火成岩
-1080000,110000,-2250,火成岩
-1080000,120000,-2250,火成岩
-1080000,130000,-2250,火成岩
-1080000,140000,-2250,火成岩
-1080000,150000,-2250,堆積岩
-1080000,160000,-2250,堆積岩
-1080000,170000,-2250,火成岩
-1080000,180000,-2250,火成岩
-1080000,190000,-2250,付加体
-1080000,200000,-2250,付加体
-1080000,210000,-2250,堆積岩
-1080000,220000,-2250,堆積岩
-1080000,230000,-2250,火成岩
-1080000,240000,-2250,火成岩
-1080000,250000,-2250,火成岩
-1080000,260000,-2250,火成岩
-1080000,270000,-2250,火成岩
-1080000,280000,-2250,堆積岩
-1080000,290000,-2250,火成岩
-1080000,300000,-2250,火成岩
-1080000,310000,-2250,堆積岩
-1080000,320000,-2250,堆積岩
-1080000,330000,-2250,堆積岩
-1070000,60000,-2250,火成岩
-1070000,70000,-2250,火成岩
-1070000,80000,-2250,堆積岩
-1070000,90000,-2250,火成岩
-1070000,100000,-2250,堆積岩
-1070000,110000,-2250,火成岩
-1070000,120000,-2250,火成岩
-1070000,130000,-2250,堆積岩
-1070000,140000,-2250,堆積岩
-1070000,150000,-2250,付加体
-1070000,160000,-2250,火成岩
-1070000,170000,-2250,火成岩
-1070000,180000,-2250,火成岩
-1070000,190000,-2250,付加体
-1070000,200000,-2250,付加体
-1070000,210000,-2250,付加体
-1070000,220000,-2250,火成岩
-1070000,230000,-2250,堆積岩
-1070000,240000,-2250,火成岩
-1070000,250000,-2250,火成岩
-1070000,260000,-2250,火成岩
-1070000,270000,-2250,火成岩
-1070000,280000,-2250,火成岩
-1070000,290000,-2250,火成岩
-1070000,300000,-2250,堆積岩
-1070000,310000,-2250,堆積岩
-1070000,320000,-2250,堆積岩
-1070000,330000,-2250,堆積岩
-1060000,70000,-2250,火成岩
-1060000,80000,-2250,火成岩
-1060000,90000,-2250,堆積岩
-1060000,100000,-2250,火成岩
-1060000,110000,-2250,火成岩
-1060000,120000,-2250,火成岩
-1060000,130000,-2250,付加体
-1060000,140000,-2250,付加体
-1060000,150000,-2250,火成岩
-1060000,160000,-2250,火成岩
-1060000,170000,-2250,付加体
-1060000,180000,-2250,付加体
-1060000,190000,-2250,付加体
-1060000,200000,-2250,付加体
-1060000,210000,-2250,付加体
-1060000,220000,-2250,付加体
-1060000,230000,-2250,火成岩
-1060000,240000,-2250,火成岩
-1060000,250000,-2250,火成岩
-1060000,260000,-2250,火成岩
-1060000,270000,-2250,火成岩
-1060000,280000,-2250,火成岩
-1060000,290000,-2250,火成岩
-1060000,300000,-2250,堆積岩
-1060000,310000,-2250,堆積岩
-1060000,320000,-2250,堆積岩
-1060000,330000,-2250,堆積岩
-1060000,340000,-2250,堆積岩
-1050000,20000,-2250,火成岩
-1050000,80000,-2250,火成岩
-1050000,100000,-2250,火成岩
-1050000,110000,-2250,火成岩
-1050000,120000,-2250,火成岩
-1050000,130000,-2250,付加体
-1050000,140000,-2250,火成岩
-1050000,150000,-2250,付加体
-1050000,160000,-2250,付加体
-1050000,170000,-2250,付加体
-1050000,180000,-2250,付加体
-1050000,190000,-2250,付加体
-1050000,200000,-2250,付加体
-1050000,210000,-2250,変成岩
-1050000,220000,-2250,堆積岩
-1050000,230000,-2250,堆積岩
-1050000,240000,-2250,火成岩
-1050000,250000,-2250,火成岩
-1050000,260000,-2250,堆積岩
-1050000,270000,-2250,堆積岩
-1050000,280000,-2250,火成岩
-1050000,290000,-2250,火成岩
-1050000,300000,-2250,堆積岩
-1050000,310000,-2250,堆積岩
-1050000,320000,-2250,堆積岩
-1050000,330000,-2250,堆積岩
-1050000,340000,-2250,堆積岩
-1050000,350000,-2250,堆積岩
-1040000,120000,-2250,堆積岩
-1040000,130000,-2250,付加体
-1040000,140000,-2250,付加体
-1040000,150000,-2250,堆積岩
-1040000,160000,-2250,付加体
-1040000,170000,-2250,付加体
-1040000,180000,-2250,付加体
-1040000,190000,-2250,堆積岩
-1040000,200000,-2250,付加体
-1040000,210000,-2250,変成岩
-1040000,220000,-2250,堆積岩
-1040000,230000,-2250,火成岩
-1040000,240000,-2250,火成岩
-1040000,250000,-2250,火成岩
-1040000,260000,-2250,火成岩
-1040000,270000,-2250,火成岩
-1040000,280000,-2250,堆積岩
-1040000,290000,-2250,堆積岩
-1040000,300000,-2250,堆積岩
-1040000,310000,-2250,堆積岩
-1040000,320000,-2250,堆積岩
-1040000,330000,-2250,堆積岩
-1040000,340000,-2250,堆積岩
-1040000,350000,-2250,堆積岩
-1040000,360000,-2250,堆積岩
-1030000,60000,-2250,火成岩
-1030000,120000,-2250,堆積岩
-1030000,130000,-2250,付加体
-1030000,140000,-2250,火成岩
-1030000,150000,-2250,付加体
-1030000,160000,-2250,付加体
-1030000,170000,-2250,付加体
-1030000,180000,-2250,付加体
-1030000,190000,-2250,変成岩
-1030000,200000,-2250,変成岩
-1030000,210000,-2250,堆積岩
-1030000,220000,-2250,堆積岩
-1030000,230000,-2250,火成岩
-1030000,240000,-2250,火成岩
-1030000,250000,-2250,堆積岩
-1030000,260000,-2250,堆積岩
-1030000,270000,-2250,火成岩
-1030000,280000,-2250,火成岩
-1030000,290000,-2250,火成岩
-1030000,300000,-2250,火成岩
-1030000,310000,-2250,堆積岩
-1030000,320000,-2250,堆積岩
-1030000,330000,-2250,堆積岩
-1030000,340000,-2250,堆積岩
-1030000,350000,-2250,堆積岩
-1030000,360000,-2250,堆積岩
-1030000,370000,-2250,火成岩
-1020000,120000,-2250,堆積岩
-1020000,130000,-2250,堆積岩
-1020000,140000,-2250,堆積岩
-1020000,150000,-2250,堆積岩
-1020000,160000,-2250,堆積岩
-1020000,170000,-2250,堆積岩
-1020000,180000,-2250,付加体
-1020000,190000,-2250,変成岩
-1020000,200000,-2250,堆積岩
-1020000,210000,-2250,堆積岩
-1020000,220000,-2250,堆積岩
-1020000,230000,-2250,火成岩
-1020000,240000,-2250,火成岩
-1020000,250000,-2250,火成岩
-1020000,260000,-2250,火成岩
-1020000,270000,-2250,火成岩
-1020000,280000,-2250,火成岩
-1020000,290000,-2250,火成岩
-1020000,300000,-2250,火成岩
-1020000,310000,-2250,堆積岩
-1020000,320000,-2250,付加体
-1020000,330000,-2250,火成岩
-1020000,340000,-2250,堆積岩
-1020000,350000,-2250,堆積岩
-1020000,360000,-2250,堆積岩
-1020000,370000,-2250,堆積岩
-1020000,380000,-2250,堆積岩
-1010000,120000,-2250,堆積岩
-1010000,130000,-2250,堆積岩
-1010000,140000,-2250,堆積岩
-1010000,150000,-2250,堆積岩
-1010000,160000,-2250,堆積岩
-1010000,170000,-2250,堆積岩
-1010000,180000,-2250,堆積岩
-1010000,190000,-2250,堆積岩
-1010000,200000,-2250,堆積岩
-1010000,210000,-2250,堆積岩
-1010000,220000,-2250,堆積岩
-1010000,230000,-2250,堆積岩
-1010000,240000,-2250,火成岩
-1010000,250000,-2250,火成岩
-1010000,260000,-2250,火成岩
-1010000,270000,-2250,火成岩
-1010000,280000,-2250,火成岩
-1010000,290000,-2250,堆積岩
-1010000,300000,-2250,火成岩
-1010000,310000,-2250,火成岩
-1010000,320000,-2250,火成岩
-1010000,330000,-2250,火成岩
-1010000,340000,-2250,火成岩
-1010000,350000,-2250,堆積岩
-1010000,360000,-2250,堆積岩
-1010000,370000,-2250,堆積岩
-1010000,380000,-2250,堆積岩
-1010000,390000,-2250,堆積岩
-1000000,110000,-2250,堆積岩
-1000000,120000,-2250,堆積岩
-1000000,130000,-2250,堆積岩
-1000000,140000,-2250,堆積岩
-1000000,150000,-2250,堆積岩
-1000000,160000,-2250,堆積岩
-1000000,170000,-2250,堆積岩
-1000000,180000,-2250,堆積岩
-1000000,190000,-2250,堆積岩
-1000000,200000,-2250,堆積岩
-1000000,210000,-2250,堆積岩
-1000000,220000,-2250,堆積岩
-1000000,230000,-2250,付加体
-1000000,240000,-2250,付加体
-1000000,250000,-2250,付加体
-1000000,260000,-2250,火成岩
-1000000,270000,-2250,火成岩
-1000000,280000,-2250,火成岩
-1000000,290000,-2250,火成岩
-1000000,300000,-2250,火成岩
-1000000,310000,-2250,堆積岩
-1000000,320000,-2250,付加体
-1000000,330000,-2250,堆積岩
-1000000,340000,-2250,火成岩
-1000000,350000,-2250,堆積岩
-1000000,360000,-2250,堆積岩
-1000000,370000,-2250,堆積岩
-1000000,380000,-2250,堆積岩
-1000000,390000,-2250,堆積岩
-990000,100000,-2250,堆積岩
-990000,120000,-2250,その他
-990000,130000,-2250,堆積岩
-990000,140000,-2250,堆積岩
-990000,150000,-2250,堆積岩
-990000,160000,-2250,堆積岩
-990000,170000,-2250,堆積岩
-990000,180000,-2250,堆積岩
-990000,190000,-2250,堆積岩
-990000,200000,-2250,堆積岩
-990000,210000,-2250,堆積岩
-990000,220000,-2250,付加体
-990000,230000,-2250,付加体
-990000,240000,-2250,付加体
-990000,250000,-2250,付加体
-990000,260000,-2250,火成岩
-990000,270000,-2250,火成岩
-990000,280000,-2250,火成岩
-990000,290000,-2250,付加体
-990000,300000,-2250,付加体
-990000,310000,-2250,付加体
-990000,320000,-2250,火成岩
-990000,330000,-2250,火成岩
-990000,340000,-2250,火成岩
-990000,350000,-2250,火成岩
-990000,360000,-2250,堆積岩
-990000,370000,-2250,堆積岩
-990000,380000,-2250,堆積岩
-990000,390000,-2250,堆積岩
-980000,70000,-2250,堆積岩
-980000,80000,-2250,堆積岩
-980000,130000,-2250,その他
-980000,140000,-2250,その他
-980000,150000,-2250,堆積岩
-980000,160000,-2250,堆積岩
-980000,170000,-2250,堆積岩
-980000,180000,-2250,堆積岩
-980000,190000,-2250,堆積岩
-980000,200000,-2250,堆積岩
-980000,210000,-2250,堆積岩
-980000,220000,-2250,付加体
-980000,230000,-2250,付加体
-980000,240000,-2250,付加体
-980000,250000,-2250,付加体
-980000,260000,-2250,火成岩
-980000,270000,-2250,火成岩
-980000,280000,-2250,付加体
-980000,290000,-2250,火成岩
-980000,300000,-2250,火成岩
-980000,310000,-2250,堆積岩
-980000,320000,-2250,火成岩
-980000,330000,-2250,堆積岩
-980000,340000,-2250,火成岩
-980000,350000,-2250,堆積岩
-980000,360000,-2250,火成岩
-980000,370000,-2250,火成岩
-980000,380000,-2250,堆積岩
-980000,390000,-2250,堆積岩
-970000,70000,-2250,堆積岩
-970000,80000,-2250,付加体
-970000,90000,-2250,堆積岩
-970000,100000,-2250,堆積岩
-970000,110000,-2250,堆積岩
-970000,150000,-2250,堆積岩
-970000,160000,-2250,堆積岩
-970000,170000,-2250,堆積岩
-970000,180000,-2250,堆積岩
-970000,190000,-2250,堆積岩
-970000,200000,-2250,堆積岩
-970000,210000,-2250,堆積岩
-970000,220000,-2250,堆積岩
-970000,230000,-2250,堆積岩
-970000,240000,-2250,付加体
-970000,250000,-2250,付加体
-970000,260000,-2250,火成岩
-970000,270000,-2250,火成岩
-970000,280000,-2250,付加体
-970000,290000,-2250,火成岩
-970000,300000,-2250,堆積岩
-970000,310000,-2250,火成岩
-970000,320000,-2250,火成岩
-970000,330000,-2250,火成岩
-970000,340000,-2250,火成岩
-970000,350000,-2250,火成岩
-970000,360000,-2250,火成岩
-970000,370000,-2250,火成岩
-970000,380000,-2250,火成岩
-970000,390000,-2250,堆積岩
-970000,400000,-2250,堆積岩
-960000,80000,-2250,付加体
-960000,90000,-2250,堆積岩
-960000,100000,-2250,堆積岩
-960000,110000,-2250,堆積岩
-960000,120000,-2250,その他
-960000,150000,-2250,堆積岩
-960000,160000,-2250,堆積岩
-960000,170000,-2250,堆積岩
-960000,180000,-2250,堆積岩
-960000,190000,-2250,堆積岩
-960000,200000,-2250,堆積岩
-960000,210000,-2250,堆積岩
-960000,220000,-2250,堆積岩
-960000,230000,-2250,堆積岩
-960000,240000,-2250,堆積岩
-960000,250000,-2250,堆積岩
-960000,260000,-2250,堆積岩
-960000,270000,-2250,火成岩
-960000,280000,-2250,火成岩
-960000,290000,-2250,火成岩
-960000,300000,-2250,堆積岩
-960000,310000,-2250,火成岩
-960000,320000,-2250,火成岩
-960000,330000,-2250,火成岩
-960000,340000,-2250,火成岩
-960000,350000,-2250,火成岩
-960000,360000,-2250,火成岩
-960000,370000,-2250,火成岩
-960000,380000,-2250,付加体
-960000,390000,-2250,付加体
-960000,400000,-2250,堆積岩
-960000,410000,-2250,堆積岩
-960000,420000,-2250,火成岩
-960000,430000,-2250,火成岩
-950000,90000,-2250,堆積岩
-950000,100000,-2250,堆積岩
-950000,110000,-2250,堆積岩
-950000,120000,-2250,堆積岩
-950000,140000,-2250,その他
-950000,150000,-2250,堆積岩
-950000,160000,-2250,堆積岩
-950000,170000,-2250,堆積岩
-950000,180000,-2250,堆積岩
-950000,190000,-2250,堆積岩
-950000,200000,-2250,堆積岩
-950000,210000,-2250,堆積岩
-950000,220000,-2250,堆積岩
-950000,230000,-2250,堆積岩
-950000,240000,-2250,堆積岩
-950000,250000,-2250,堆積岩
-950000,260000,-2250,堆積岩
-950000,270000,-2250,火成岩
-950000,280000,-2250,火成岩
-950000,290000,-2250,火成岩
-950000,300000,-2250,堆積岩
-950000,310000,-2250,堆積岩
-950000,320000,-2250,火成岩
-950000,330000,-2250,火成岩
-950000,340000,-2250,火成岩
-950000,350000,-2250,火成岩
-950000,360000,-2250,付加体
-950000,370000,-2250,火成岩
-950000,380000,-2250,火成岩
-950000,390000,-2250,火成岩
-950000,400000,-2250,火成岩
-950000,410000,-2250,堆積岩
-950000,420000,-2250,堆積岩
-950000,430000,-2250,火成岩
-950000,440000,-2250,火成岩
-950000,450000,-2250,堆積岩
-940000,90000,-2250,堆積岩
-940000,100000,-2250,堆積岩
-940000,110000,-2250,堆積岩
-940000,120000,-2250,堆積岩
-940000,130000,-2250,堆積岩
-940000,140000,-2250,堆積岩
-940000,150000,-2250,堆積岩
-940000,160000,-2250,堆積岩
-940000,170000,-2250,堆積岩
-940000,180000,-2250,堆積岩
-940000,190000,-2250,堆積岩
-940000,200000,-2250,堆積岩
-940000,210000,-2250,堆積岩
-940000,220000,-2250,堆積岩
-940000,230000,-2250,堆積岩
-940000,240000,-2250,堆積岩
-940000,250000,-2250,堆積岩
-940000,260000,-2250,堆積岩
-940000,270000,-2250,堆積岩
-940000,280000,-2250,堆積岩
-940000,290000,-2250,火成岩
-940000,300000,-2250,火成岩
-940000,310000,-2250,堆積岩
-940000,320000,-2250,火成岩
-940000,330000,-2250,堆積岩
-940000,340000,-2250,堆積岩
-940000,350000,-2250,堆積岩
-940000,360000,-2250,堆積岩
-940000,370000,-2250,火成岩
-940000,380000,-2250,火成岩
-940000,390000,-2250,火成岩
-940000,400000,-2250,堆積岩
-940000,410000,-2250,堆積岩
-940000,420000,-2250,火成岩
